,label,text
4915,1,maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga. aaj main tumhein jeebh se chaat kar mazaxexxa 
4917,1, teri sawari mi karoonga meri raand..le teri choot aisi chodoonga thu chal nahi paogi 
4919,1, maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga. aaj main tumhein jeebh se chaat kar mazaa doxexxa
4923,1, tere jaisa gaandu fan ni h ye njo fake vdo bana ra h tu saale jhant ke baal see his fanship n
4925,1, beta tum muglistan kyo nahi chle jate yaha jhant ukhad rahe ho
4929,1, chutiya panti ki bi had hoti hai yar jhant logo ki jhant faxexxa 
4931,1, abe choduo kya jhant bat kare be tum log hawle salo aukat me raho apni chutiyo
4933,1, abe lund fakir chin ek communist desh hai...... usse apne nagrik ko kahi bhi job deni hai..... txexxa 
4935,1, be chooti ye..crowed nahi crowd hota hai. jhant ka patrakar ho kya
4939,0, soch chines sher tere baap ke ghar me ghuskr rxexxa 
4941,1, fakina ke dogis sirf k me hi khus hogai kya jhant fans ho tum jhandu log fansxexxa 
4943,1, jhant bhai babar akbar jehangir shahajehan aurangzeb rahulpappu.ndynastic lineage accxexxa 
4947,1, thats way out of my depth. i was speaking as the owner of more than one jhant which i always meanixexxa 
4949,1,me aur bhai life kaisi chal rahi?nfriend zindagi jhant jawani pagal.
4951,1, tuley ki jhant
4953,1, chutiya hai tu ka jhant phad lenaukaat hai to
4955,0, jhant bana k aao tab pelenge
4957,1, jhant ka baal nhi he tu srk ka
4959,0, i think plural is still jhant.
4961,1, but you are correct. it was a typo. it must be xexaxaexexaxbexexaxbxexaxaxexaxbe and splitting jhants is totally appropriate on thixexxa 
4965,1, haan jhant baat karni chahiye padhe chutiye liberal gandu
4967,1, enough of jhant chutiya
4969,1, i said u dont go into religion. acha ek hi example tujhe kashmir dekh raha haina armyxexxa 
4971,1, there baap condom pehna chahiye tha...chipkali ki jhant
4975,1, teri gand me danda bhosdiwale. ntu uski jhant ke barsbar bhi nahi he.nlove you.
4977,1, lagta h aap ki jhant nhi h iska mtlb aap ki boor me bahut nikhar hoga
4979,1, abe chipkali ki jhant.... din wait kar aur apni aukaat mein aa jaayega ...xfxfxx
4981,1, tere jaisa gaandu fan ni h ye njo fake vdo bana ra h tu saale jhant ke baal see his fanship n
4983,1, haa jhant ke baal khade ho gaye xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx
4985,1, jhant bhar ki party split bhi ho gaye to bal hi bachenge.
4991,1, jhant si cheez ka mudda to dekho ...in haramiyon ko log mar rahe hain .rape ho rahe h uski kii chinta nhi
4993,0, abe laddu lal.. desh ki janta ko acchai ya burai samjh aati hai xexxa 
4995,1, abe lund ke toppo.nsuar ki jhant. tere maa mein lund deke bhen ko pregnant krdunga.nbhasxexxa
4999,1, apna tl dekh le aapiye.... gujarat me jhant bhi nahi milega
5001,1, rohit ab tera kya hoga bgadwe nbjp to gaya teri aukat jhant ke barabar ho gaya munne
5005,1, tereko cricket ki jhant samjh hainja chup chap madrasa me jake mullo ki baat sun
5007,1, jhant jala di
5009,1, tatti jaisi sakal hai teri jhant jaise baal. ek tu hi chutiya hai lodu or tera baap kangaal.
5011,1, bhai hum to aaj bhi un bekasuro ko maarte hai aur aaghe bhi maarenge jhant ka baal ukhad lo
5013,1, thats way out of my depth. i was speaking as the owner of more than one jhant which i always meaning twicexexxa
5015,1,virushka naam sunke hi jhant me aag lag jaati hai xfxfxxbxfxfxxbxfxfxxb 
5017,1, kabhi koi dalit jhant bhi ukhad paya h kya
5021,1, wo jhant se nahi cross hoga cr
5023,1, abe lund ke toppo.nsuar ki jhant. tere maa mein lund deke bhen ko pregnant krdunga.xexxa 
5025,1, hina jhant suarni
5027,1, is chut tarike ko bolo mooh sambhale..... did any couconvict him....mc.... tumhari governmxexxa 
5029,1,abe chutiya ho kya..kuch bhi bolte rahte ho..teri ma ki jhant jali hogi tere post se
5033,0, xexaxxexaxac xexaxaxexaxxexaxxexaxb xexaxaexexaxxexaxbxexaxdxexaxbxexaxbxexax xexaxxexax jhant xexaxxexaxxexaxbxexax xexaxbxexaxxexaxbxexaxxexaxaxexax xexaxbxexax...xexxbaxefxbxfxexxbaxefxbxfxfxfxxcxfxfxxc
5035,1, jhant itna to mai ek din me kamata hu abtu jalna mat
5037,1, isliye rahul gandhi aaj jhant ukhad rha hh
5039,1, we have pur eyes open.. but u become a pappu jhant and cant see fxexxa 
5041,1,india ki govt hi chutiya h bc.. cr janta k liye jhant barabar doctor h....koi sunne wala hi ni h....
5043,0, abhey jhant key baalnhe is the same guy who conxexxa 
5045,1, jaali na teri mulle ..chipkali saala
5047,1, me aur bhai life kaisi chal rahi?nfriend zindagi jhant jawani pagal.
5049,1, congress tumhare aise rahul i jhant ke balon se bhari padi hai
5051,1, abe chutye mulle ja na apni maaa se pooch tu baap ki paida ishq h ya mama ki xfxfxxxfxfxx
5053,1, wo sirf hinduon ke festival me hi band hai ye mulle kuchh bhi kare band nahi
5055,1, mushroom khiladiyo kya tujhe bhi mulle.
5057,1,school dress mein hi chod dala building ke naye mulle watchmen ne meri bahen ko 
5059,1, musalmaan perhasne sepahle soch jara aajpoori duniya ka heerohai
5061,1, jyaada deep m mt jaaye .. nhi to aap bhi musalmaan ho jaoge .. jo bhi jyaxexxa 
5063,1,jo bahadur the vo balidaan ho gaye jo kayar the vo musalmaan ho gaye. ...
5065,1, saala ladengye dono aapas meixfxfxxaur maarengye musalmaan koxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxxfxfxxaxfxfxxaxfxfxx
5067,1, aur sun bhaduwe jadhe hue landd musalmaan k naam pe kalankngaanduntere tarah harr insaxexxa 
5069,1, tum musalmaan nahi ho?
5071,1, kitne besarm hai log .... in mamlo ko v hindu musalmaan krdiya .. socho apne desh me kitna ghatxexxa 
5073,1,musalmaan kin rahon par chal pada very emotional bayan islamic videos islamic history urdu hindi via
5075,0, baat hindu musalmaan ki nahi lekin hatyara koi bhi ho agar dharm ke naam par haya kaxexxa 
5077,1, isis may jo bhi log hai mere hisaab se woh musalmaan toh nahi hai. aise logo ka koi maxexxa 
5079,0, desh mei nafrat ka bij bo kar sabka sath sabke vikad ki baat karte ho aur jab kahi election hota hai to shamsxexxa
5081,1,musalmano ka har firqa ek doosray ko kaafir kehta hain niqbalnnaik kaafir hi hai jo hum sbko musalmaan kehta hy
5083,1, aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan mein aisi hukumat hai jo aisi soxexxa
5085,0, bhai tafreeq sayxexxa 
5087,1, martyrsinsultednnobody knows about the actual way of worship of the complete godnot even the hindu gurukaazihazrat mxexxa
5089,0, hatya ko justified kiya jaa sakta haxexxa 
5091,0,i added a video to a playlist musalmaan kin rahon par chal pada very emotional bayan islamic
5093,1, tum to ab ye bhi bol sakte ho rahul musalmaan aur musalmaan atankwaadi hain.... i amxexxa
5095,1, donxexxt raise such things now modi hindu musalmaan banna degaa bjp list in gujarat and looking for a communal card
5097,1, jo musalmaan puri duniya me karte hai uska reaction hai. 
5099,1, tum to ab ye bhi bol sakte ho rahul musalmaan aur musalmaan atankwaadi haixexxa 
5101,0,jala diya tha usse aag hi aag hot as hell
5103,0, musalmaan hoon. dafnana hai jalana nai.
5105,0, but aap hi log toxexxa 
5107,0, tb to ye v pata hoga ki is desh ka exexxa 
5109,1, communal criminal modi musalmaan ka khelaaf zahar ugal raha hai dalit popularfront 
5111,1, sab aadmi hindu nahi hain sab hindu aadmi nahi hain. sab aadmi musxexxa 
5113,1, apni nazar ko jhukaa kar chalow takey pataa lagey xfxfxxann yeh koi aaam insan nahi musalmaan hai xfxfxxann a s a d
5115,1, yaha mandir mandir or bahr jakr musalmaan bann jata he. gaddar he ye 
5117,1,aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan mein aisi hukumatxexxa 
5119,1, toto keya aaj kitne musalmaan dar ker b j p ke liye kaam ker rahe hai ye bhi unhi me ek hai
5121,0, hahaha. musalmaan
5123,0,acha musalmaan banna hai..xexdxaxefxbxfninshallah 
5125,1,communal criminal modi musalmaan ka khelaaf zahar ugal raha hai dalit popularfront 
5127,1, ye siksha wala mudda kaam nehi karega.. election jeetna hain toh ye do mudda jaruru hain.. nn. mandir chahixexxa
5129,1, pop jhon pall baaz aa ja warna is baar itney jootey pareingey k musalmaan ho jai ga tu.
5131,0, baat karenge vikas ki auurr chunaav ka mudda banayenge mandirmasjidhinduxexxa 
5133,1,rahul gandhi ka grandfather firoj khan ek miyan musalmaan tha ..to phir rahul gandhi .gandhi or hindu kaise huva. .xexxa 
5135,1,aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan mein aisi hukumatxexxa 
5137,0, pakistani hun musalmaan hun momina hun gujrati hun aur larki hun
5139,1, ek case batado proof ke saath love jihad ..kya hindu ladke musalmaan ladkiyo ki zindagi nahi barbaad karte ..
5141,0, isse pta chalta hain ki logo ki soch kaisi hain...baat ho rahixexxa 
5143,0,delhi hi nahin puri india mein hai yeh virus
5145,1, ye bhosdika apne apko musalmaan bata taa hai ma ka loda. daru piye hai ..wo bhi kajxexxa 
5147,0,sudhar ja tu gaya learn to live with peace
5149,1, jai bhawani.nsambhunath bahubli.njo musalmaan puri duniya me kar rahe hai ye uska reaction hai.nmusalxexxa 
5151,0, ye siksha wala mudda kaam nehi karega.. election jeetna hain toh ye do mudda jaruru hain.. nn. mandirxexxa 
5153,1,ahmed miyan patel ka far dikha kar kitne election jeet gaye modi ji. rss ke constitution mein musalmaan hona disxexxa 
5157,1,kyu abhi musalmaan hai to teri kyu jal rahi hai.. xfxfxxxfxfxx 
5159,0, gulami karna nahi aata means ... phir hxexxa 
5161,0, abe dharam se bhasha nhi aati samja aisa hota tohxexxa 
5163,1, kyonki wo musalmaan hain....isliye unke jaise koi kaafir nhi ho sakta
5165,0,bahut hua hindu musalmaan nab hum karte hain modi ji ka dil se samman.nlove uuuu . go ahead.
5167,1, wo log musalmaan nahi njo maasoomon ki jaan lete hain..nmusalmaan to wo hain njo dusron ki khaateer apni jaan dete hain.xexxa
5169,0, har musalmaan ko zumma hi nahi balki daily five time ki namaz padni chahiye
5171,1,rukja tera brainwash karke tu pyaar mein andha kanoon pagal premi bannkenmusalmaan banjayega
5173,1, modi janeu dikha janeu dikhanrahul xfxfxxacxfxfxaxnmodi beta isi liye maine topi pehanne se mana kari thi na main musalmaan hooxexxa
5175,1, sanatan hindu hoon bol kar paap mat kar bhagwan ram ek kaalpanik paatra hai kisne bola hai abe pahxexxa 
5177,1, saal mei desh ko bhikhari bana diya. dadi ke marne pe sardaro ko jala diya. dalit dalit chillate rahxexxa 
5179,1, aaj hamare hi desh mein ek musalmaan hi hai jisne bhaarat ke teen tukde kiye the
5181,0, acha musalmaan banna hai..xexdxaxefxbxfninshallah 
5183,0, aise pakistani musalmaan ya hindu ke hone na hone se kiya farq parta hai jo khud ko logonxexxa 
5185,1, paresh mesta youth hindu activist killed by jehadi radicals at honnavara karnataka. humanrightsday 
5191,1, genitals cut hot oil poured on eyes and face head split into two condition of hindudalit activist paresh mesta willxexxa
5193,1, here is an interesting statnn million indian muslimsn joined isisnthats .%nn billion indian hindusnestimated xexxa
5195,1, they called us hindu extremists saffron terrorists hindutva killers maut ka saudagars church attackers butchers of indxexxa
5197,1, i am shocked to see how some accounts are religiously targeting hindu girls...nni am going to repoall such id and their sxexxa
5199,0, karnataka paresh mestas family says that he had been kidnapped by a muslim mob while trying to escape from their stonexexxa
5201,1, two suspected bangladeshi terrorists arms dealer arrested with fake aadhaar card in kolkata. both are using hindu names. nxexxa
5203,0, did we see you doing anna daan during daan parva ? did we see you doing animal welfare under gou sewa ? no we saw fadxexxa
5205,1, this whole business of dismissing all hindu texts especially if they are considered sacredas myth has been paofxexxa
5207,0, bjp pdp govt told the supreme couthat it has no plans of setting up a minorities commission in j
5209,1, the two impossible things modi did is making raga hindu and manmohan speak 
5215,1, ravi shankar prasad accused rahulgandhi of playing softhindutva card to appease the hindu population of the state. he asxexxa
5217,1, remember when was illegally arrested and tortured to give hindu terror theory kapoor was army chiexexxa
5219,0, are the ancient hindu myths of a land bridge connecting india and sri lanka true? scientific analysis suggests they arexexxa
5223,0, apxexbxaaxexbxdxexbxbxexbxcxexbxbxexbx xexbxaaxexbxbexexbxbxexbxdxexbxfxexbx xexbxaaxexbxbfxexbxbxexbxbexexbxafxexbxbfxexbxxexbxaaxexbxxexbxb xexbxaaxexbxxexbxa xexbxexexbxxexbxa xexbxxexbxbxexbxaaxexbx xexbxaaxexbxdxexbxbxexbxaxexbxbxexbxdxexbxbxexbxbfxexbxxexbxbxexbxdxexbxaxexbxxexbxaxexbxdxexbxaxexbxbexexbxbxexbx xexbxxexbxaxexbxdxexbxaxexbxaxexbxbexexbxaxexbxbfxexbxxexbxbf xexbxaxexbxbfxexbxaxexbxdxexbxa xexbxxexbxaxexbxbfxexbxbxexbxbf xexbxaxexbxxexbxaxexbx xexbxxexbxbfxexbxaxexbxdxexbxaxexbxbxexbxxexbxbxexbx xexbxcxexbxbxexbxbfxexbxxexbxbfxexbxa xexbxbxexbxxexbxxexbxfxexbxbxexbx xexbxxexbxaxexbxbexexbxbxexbxbxexbxaxexbxbxexbx.xexxa
5225,0, this is good opportunity for all citizens of the country.xexxa 
5227,0, this is called development. pappu thinks that by faking as hindu and shiv bhakat he can befool us.
5229,1, obessi ka janetic baap hindu jo dahra
5231,1, is that why maharashtra banned hindu rituals calling it superstion? 
5233,0, your next pil i guess 
5235,1, asli maza to uske baad h jab kuch dino baad wahi hindu ma bahen beti apni pati ya baap ko batati h kixexxa 
5237,0,coming together for music the hindu dh digitalhumanities 
5239,0,aap gathers strength in varanasi the hindu xexxa
5241,0, ye to har din hota hai. read nsometimes write other way round.
5243,0,jammu ko save karo
5245,0, hindus and jews have much more similarities. both are cultures/ethnic group oriented religion. both faced many ups and dowxexxa
5247,0, always rememberthe sethu is much much older than the mandir was put in place by the lord himself. what dr achievedxexxa
5249,0, david and amanda fernandes working to save the souls of hindu heathens and closexexxa
5251,0, in hindu mythology a married man must be accompanied by wife ardhangani at teerth unless physically unxexxa 
5253,0, onlyhindushang savanrathod sajjadmughal xexxa 
5255,0, ohh yes. given the stiff competition he underwent this is a news indeed. xfxfxxxfxfxx
5259,1, genitals cut hot oil poured on eyes and face head split into two condition of hindudalit activist paresh mesta will the sexexxa
5261,1, anshul exactly my point i asked the question nlets assume the man was a muslim and zairawasimxexxa
5263,0, addressed students of begum sharifa kalsekar school one of mumbaixexxs finest girlsxexx schools. itxexxs founding principal was jexexxa
5265,0, ixexxm a proud hindu like many i celebrate every festival in my country that is an individual choice...xexxa
5267,1, xfxfxxwhen islamists kill thousands roaming all around the world terrorism has no religionnxfxfxxwhen a hindu maniac murders hindxexxa
5269,1, intellectuals called hindu terror behind gauri lankesh murder. accused identified as tahir hussain who supplied arms to killxexxa
5271,0, so you will trust marxist cxexxa 
5273,0, haha rahul and other ministers are using our money to use z security maybe we shud reduce his securityxexxa 
5275,1, in a hindu dominant country more than % hindus are seeking permission from % minority so they can build a rammandixexxa
5277,1, what is your duty? saving hindus or those who kill mutilate rape n plunder them? xexxa 
5283,0, you r as much a proud hindu as rahul gandhi is a janeu dhari hindu dont u think orgsxexxa 
5285,0, the accused in rajasthan case was arrested within hrs still media kept attacking cm rajennhindu mans body castratedxexxa
5287,1, or tum l g jab hindu marta h kashmir m kerala m bengal m up bihar mai toh chupi sadh lete ho koixexxa 
5289,0, met his excellency governer of karnataka shri vajubhai rudabhai vala ji at raj bhavan informed him about the brutal murxexxa
5293,0, amruta ji i have written several emails to your home department bureaucrats but no reply. canxexxa
5295,1, trphungrymedia barking xcx against hindu saints nand no coverage on moulavis padris...n
5297,1, gauri lankesh was killed right wing bjp supporters celebrated.nbengali labourer killed in raj by hindu fanatic in name of hixexxa
5299,1, cow is bleeding badly after muslims fed her bomb. cow allegedly belongs to poor hindu farmer.xexxa
5301,1, you are a sickular that we love to hate. it is time to fire . we need axexxa 
5303,1, bomb fed to poor hindu farmers cow by muslims in madhya pradesh india because cows are sacred in hinduism. 
5307,0, lose your temper please. we want to see how uglier khangress can get. please madamxexxa 
5309,0, this is not positivity. it is bs. but fits with bjp funding church from goa to aruxexxa
5311,0, hindu unity forced to visit temple who once said xexaxcxexaxb xexaxaexexaxxexaxaxexaxbfxexaxb xexaxcxexaxbexexaxaxexax xexaxbxexax xexaxbxexaxbxexaxb xexaxbxexaxaxexaxbcxexaxxexax xexaxbxexaxxexaxaxexaxbcxexaxaxexax xexaxbxexaxnnimagine if we all unitxexxa
5313,0, nasa scientists confirm ram sethu ... but ponzibhakt and told sc ram never existed and neitherxexxa
5315,0, you cannot be a congi and be a hindu at the same time... its mathematically imxexxa
5317,0, but aap hi log toxexxa 
5319,1, tere kayii mulle bhai aatankwadi ban rahe hai.nnunko dila dxexxa 
5321,1, be aatankwadi ki aulad abhi to suruvat hai jis din hum hindu o ki khopadi degreexexxa 
5323,1, is chutiya ko poochta bhi koun hai yanha.nnaatankwadi kutton ki taxexxa
5325,1, rajasthan me rss ke aatankwadi ne lovejihad ke naam par gharib musalman afrazul ko zinda jala kar maar diya gayannajxexxa
5327,1, chup be lode maderchod bhosdike aatankwadi ki aulad raandi hi aulad
5329,1, kashmirnkya chahte ho?n aazaadinaur aati kya hai?n barbaadinlog tumhare?n fasaadinsoch tumhari?n jihadinbaap tumhara?nxexxa
5331,0, pakistan xfxfxxbxfxfxxb me jitne bhi aatankwadi sangathan hain kabhi unko kisi ne pakistan murdabad ka nara lagate nxexxa
5333,0, phir paheli aatankwadi sushma swaraj hai kyunki visaxexxa 
5335,0, apka aatankwadi kuch nhi krenge sir ye to pakka hai
5337,1, suar ki aulad hai aamir saala aatankwadi hai ye
5339,1, chup be lode maderchod bhosdike aatankwadi ki aulad
5341,0, bhai desh ke itihas me itne aatankwadi kab mare gaye the jara ye bhi bataoge
5343,0, akela bhare pe rahne walon ko ek aatankwadi marta hi or kya hua bxexxa 
5345,0, smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h hindustanxexxa
5347,1, mahatma gandhi nnyaannaatankwadi harami godse...???
5349,1, kya chahte ho?n aazaadinkuch aata jaata?n barbaadinlog tumhare?n fasaadinsoch tumhari?n jihadinbaap txexxa 
5353,0, mangne ko kahta nnmagar aisa kuch nahi huaa nnamerica bhi chup rashiya bhi chupnnkyu aixexxa 
5355,0, lag to nahi raha h sir... geenti ke aadmi bhi nahi dikh rahe... aur mudda wahixexxa 
5357,0, pta lagakar aatankwadi ko khatm kyu nahi kar detennaise dono halat me shaq paida hota hxexxa 
5359,1,congress party mein koi bhi aa sakta hai bhrashtachari naksali algawadi aatankwadi kanhaiya kumar hardik patel nizaxexxa 
5361,1, masjid todne ke baap bjp ne jo shamsan kiya tha wo kaun sa rashtrawadi tha aacha wo aatankwadi tha jxexxa 
5363,0, pakistan xfxfxxbxfxfxxb me jitne bhi aatankwadi sangathan hain kabhi unko kisi ne pakistan murdabad ka nara lagatxexxa 
5367,0,ye batao aatankwadi kaun hai 
5369,0, jisko bhagana tha logne uso u p se bhag diya. aur rahi aatankwadi ki wxexxa 
5371,0,smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h hindustxexxa 
5373,0, bhagwa aatankwadi hain tu. bhagwa taliban.
5375,1, aatankwadi h y suar
5379,1, kya chahte ho?n aazaadinkuch aata jaata?n barbaadinlog tumhare?n fasaadinsoch tumhari?n jihadinbaap tumhaxexxa
5381,1,dogali media or dogale log.. napni maa behan ki raksha k liye ek ko maarne vala aatankwadi h or lakho begunaaho koxexxa 
5383,0, buddha bhinnaise logo ke juth ko naam diya gya hizabullah hizbul mujahid nahi means axexxa 
5385,0, gandhi baapu nnyaa nnaatankwadi sanghee godse...???
5387,0,whysobiased? bhrasth neta desh drohi abhineta aatankwadi sab khaas sant asaram aam?
5389,1,kashmirnkya chahte ho?n aazaadinaur aati kya hai?n barbaadinlog tumhare?n fasaadinsoch tumhari?n jihadinbaxexxa 
5391,1, bhagwan talibanis are aatankwadi. % hindu condemned bhagwa taliban. they are terrorist
5393,0, or lunch kis aatankwadi k saath fix tha ??
5395,1, hello sanghee prof. nnvandematram yaad karle pahle. nnor nnnathu godse gaddar namakharaam aatankwadixexxa 
5397,0, konsa indian mujahid kabka khatam ho chuka he. aur mughal agar aatankwadi the to kyu sal raj karnxexxa 
5399,1, aatankwadi hindu machinry jis ka mool sansthapak p jawahar lal hai jis ne sabxexxa 
5401,0, magar kisi ne socha nahinngermany ki hotel pe humla huaanngermani ne badla liya kuch hixexxa 
5403,1, abe bjp ka dalal ... jab bangladesh desh m murder karne wala zakir nayak se barbhawit tha to tum goxexxa 
5405,0, aatankwadi ko marna hi chahiye aatnkwad par p bath nahi karte ho armi ke hamare jwan jab sahid hote hai tabxexxa 
5407,0, ye sab karne k baad congi pm ko dosh deti hai..kitni tadpan hai inme...notbandi ki vajah seesab pagxexxa 
5409,0, khatma kyu nahi kar dete ?nnek sochne wali baat samne aayinnkya sabhi desh aur midiya mxexxa 
5411,0, ...........aek aatankwadi hai....ya sub aatankwadi hain......?
5413,0, patra ji becharo ki satta chhin lisare kaale karnaame ujagar ker diye sare algawwadiaatankwadirisxexxa 
5415,0,hum indian kahte hai aatankwadi se humhe bachao now here terrorist are saying that save us from israel
5417,0, aatankwadi ke upar kadi karwai horahahai pratidinxexxa 
5419,0, waha to kui vampanthi naxalwadi aatankwadi student to nehihena jase jnu ke zoo park me bhare padehai
5421,1, rajasthan me rss ke aatankwadi ne lovejihad ke naam par gharib musalman afrazul ko zinda jala kar maar diya gayannajmoxexxa
5423,0, dusri baat nnworld ke logo se kyi desho ki sarkar aur midiya sach chupa raha hennisis axexxa 
5425,0, anil sir indian army ki saman bhartiya janta paxexxa 
5427,0, wo v bjp ke samay me huwa tha us samay ke sarkar ki kamjor i thi. aatankwadi sansad parisar me kaise ghus gaye.
5429,0, kuch ghante baad yaani usi din germani ne aatankwadi thikano pe humla kiyanyah khabr mixexxa 
5431,1, aur muslim ko badnam karne khud hi humla karwate honaur badle me aatankwadi thikano pexexxa 
5433,1, haha sapne dekh hindu ceo bante hai aatankwadi nahi
5435,0, mtlb ki hawai jahaj me fanse logo ko mrne dena chahiye tha magar ek aatankwadi ko nahi chhodna tha ekxexxa 
5437,0, agar wo aatankwadi hai to videsh mantralaye unko visa kaise diya matlab sushma ji galat logonxexxa 
5439,0, aur ye baat americi lashkar ke ek jawan ne batayi nnuse isis ne shamil hone ko kaha gyaxexxa 
5441,0, media bhand hai. its double standard media. jab koi shantidoot inki g..... mein bamboo daalega then thxexxa 
5443,0, sunaa he nnaajnnsanghee gaddaro k nnjeeja jii ka birthday he... xfxfxxafxfxfxxafxfxfxxafnnchalo abb boldonnnathu godse naxexxa 
5445,0, arey isko importance mt do ye swami om ki biwi h..ye b hindu muslim axexxa 
5447,0, tum khud aatankwadi wala kaam karte ho aur bjp ko blame kare rahi ho. tumhare raaj mxexxa 
5449,1, musalmano ne salon me sab ko leader banaya lekin aaj tak musalmano ko kya mila aatankwadi ka titel? deshdrohi ka titel? dxexxa
5451,0, mcc aur ugrawadi karni sena ye sab gandhi ji puja karte hai....ya ye aatankwadi hai
5453,0, he would have said pakistan parast anti national aatankwadi
5455,0, radar bhinncamera bhinnantriksh yaan bhinndron bhinnfighter plan bhinnsabhi aadhunik texexxa 
5457,0, congress ka hath world ka har aatankwadi ke sath
5459,0, jab tumhare sarkar thi tab aatankwadi jab chahe jaha chahe kar serial blast karte the tab toh tum jawabxexxa 
5461,0, aatankwadi ke sath agar congress gathbandhan karsakxexxa 
5463,0, aatankwadi se lad rahe hennagar wo kahe ham ko pahle se pta nahi thannmatlab aatankwadixexxa 
5465,0, bhai kal ko tum atanki ban jaoge toh modi ko kaisxexxa 
5467,1, aatankwad ke khilaf ladne wale muslim me raste me adchan peda karte henuno tak baat gyixexxa 
5469,0, aatankwadi afzal guru ko shaheed batane wali party ko desh bhakti kaxexxa 
5471,0, bhai jignesh in aatankwadi bjp rss walun ko har hazam nahi ho rahi hai... aap page raho u r dng axexxa 
5473,0, aatankwadi ko huro k pas bhej rhy h kashmir m. 
5475,1, aazad hindustan ka sabse pehla aatankwadi godse tha ..
5477,0, hoors ki shortage chal rahi hai kya jo ab hens se kaam chalana padega aatankwadio ko xfxfxxxfxfxxxfxfxxxfxfxx
5479,0, tabhi to aatankwadi hi delhi me betha huwa h feku to dange aur aatankwadi ab kaha se aayenge
5481,0, manmohan ji ki awaaz ab kaise nikalne lagi?nkhangeess party aatankwadi supporter hai
5483,0, bhakt kehlane se achcha aatankwadi ban jana
5485,0, hey gadhabudhi aatankwadi to hum roj marte hain isme nya kya hai.... lekin jab uskxexxa 
5487,0, aatankwadi se lad rahe hennkyi aatankwadi ka khatma kar diyannaur aaj bhi aatankwadi kaxexxa 
5489,0, bhai suna hoga aatankwad ke khilaf sabhi desh lad rahe henusme sab se bada shaktishalixexxa 
5491,0, sahi baat hai pahli baar koi aatankwadi mara afzal ko bhi phansi fekuji ne hi di thi.
5493,1, jihadi media group in india makes mobilising call for islamic state fighters 
5495,1,my year old muslim pal mohammed has just joined a militant jihadi terrorist groupnnthink he is having a midlife isis
5497,0, that is the godra moment in shambu s life precipitated by jihadi depravity which when tipping points are reachedeveryxexxa
5499,0, hindhu karyakrtas murderd brutly for jihadis pls take actionoxexxa 
5501,0, this bench has done the justice to their jihadi and missionary paxexxa
5503,0, excellent documentary. deeyah baffled why nothing of the british far right was included? where jihadxexxa
5505,0, why do pakistani people always put other pakistani people first in any situation. they always put the rights of their own txexxa
5507,0, this is a new asan called buttasan. only muftkhors like xexxa
5509,0, neverforget it was mayor de blasio who stopped all nypd surveillance of mosques muslims in nyc. nnalso this relentless jihaxexxa
5511,0, dear nnyou have been a villain in s of movies. you have not killed someone like this even in your notorious onxexxa
5513,0, three islamicstate militants killed attack foiled in salahuddinn
5515,0, imran khan lied through his teeth in pti fata convention he strongly backed general musharrafs role in war on terror craxexxa
5517,1, since the accused were misguided youths from peacefool community victim paresh was a hindu 
5519,0,none right family man or women can watch voluptuous erotic condomadsn advertisement in fmily chanels better stopxexxa 
5521,1, since the accused were misguided youths from peacefool community 
5523,0, xfxfxxbeware hindus. its time unite.nxfxfxxbrutality with pareshmesta nproved isis is working in india.nxfxfxxdont expect justicexexxa
5525,0, would congress demand an answer from jignesh mevani over his connection with isis supporting sdpi? but gujarat would be gixexxa
5527,1, mulle paida hi kattar hote hain jihadi sale xfxfxxaxfxfxxaxfxfxxaxfxfxxa
5529,0, is channels are spreading how to maxexxa
5531,0, aneerul islam was just working for dalitmuslim unity like jihadi . 
5533,0, pakistans largest bank habib bank announces investment in london during jihadi sadiq khan visitnnthe bank was kicked out ofxexxa
5535,0, new repoevaluates the capabilities of u.s. forces to meet the demands of conflicts involving five potential adversaxexxa
5537,1, hindu karyakartas murderd brutly for muslim jihadispls take axexxa 
5539,0, hindu organizations are sleeping in india ....ignoring hindu to christian conversion threat bigger which is bigger than jxexxa
5541,0, where were you when the kahmiri hindu holocaust was raging 
5543,0, onus now on 
5545,1, since the accused were misguided youths from peacefool community 
5547,0, pakistani channels isi jihadi pakistanis always say narinder mudi/modi instead of narendra modi.xexxa 
5549,1, hey your prophet recommends camel pee which is scientifically proved lethal while on the othexexxa
5551,0,bjp leaders blamed jihadi forces for the killings who allegedly have the suppoof the state government and thxexxa 
